Reference,London Borough Name,Casualty Class,Casualty Sex,Casualty Age Band,Casualty Age,Number Of Casualties,Casualty Severity,Pedestrian Location,Pedestrian Movement,Mode Of Travel,Attendant Location,Number Of Vehicles,Date,Day,Time,Highway,Road Class 1,Road Number 1,Road Type,Speed Limit,Junction Detail,Junction Control,Road Class 2,Road Number 2,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Easting,Northing,Longitude,Latitude,Ward Code,Ward Name,Spatial Accuracy,Location,Organisation URI,Socrata ID,Last Uploaded
1160026210,CAMDEN,3 Pedestrian,1 Male,25-59,26,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian,BLOOMSBURY SQUARE J/W GREAT RUSSELL STREET,1,28/10/2016 08:45:00 PM,Friday,20.45,3 Bor,C,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530270,181690,-0.123816,51.519118,,,Unknown,"(51.519118, -0.123816)",http://opendatacommunities.org/id/london-borough-council/camden,5954,21/12/2020 02:48:38 PM
1190176568,CAMDEN,3 PEDESTRIAN,2 FEMALE,25-59,36,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN,"On Whitestone Walk, 50 metres west of the junction with Heath Street.",1,21/04/2019 04:45:00 PM,Sunday,16.45,3 BOR,5,0,9 UNKNOWN,20,00 NO JUN IN 20M,,0,0,1 ZEBRA,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,526248,186338,-0.180087,51.561802,,,Unknown,"(51.561802, -0.180087)",http://opendatacommunities.org/id/london-borough-council/camden,8940,21/12/2020 02:48:44 PM
1190219757,CAMDEN,3 PEDESTRIAN,1 MALE,25-59,34,1,2 SERIOUS,04 CROSSING ROAD WITHIN 50M XING,'-2 NOT APPLICABLE,1 PEDESTRIAN,"On Euston Road, near the junction with pancras rd.",1,21/11/2019 05:18:00 AM,Thursday,5.18,1 TLRN,A,501,3 DUAL CWY,30,07 MULTI JUN,2 AUTO SIG,A,5202,5 PEDN PHASE AT ATS,1 DARK,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,530239,182918,-0.123809,51.530161,,,Unknown,"(51.530161, -0.123809)",http://opendatacommunities.org/id/london-borough-council/camden,9537,21/12/2020 02:48:44 PM
1170035134,CAMDEN,3 Pedestrian,1 Male,25-59,30,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,FARRINGDON ROAD 5M S OF J/W GREVILLE ROAD,1,02/05/2017 04:53:00 PM,Tuesday,16.53,1 TLRN,A,201,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,531520,181800,-0.10577,51.519817,,,Unknown,"(51.519817, -0.10577)",http://opendatacommunities.org/id/london-borough-council/camden,6932,21/12/2020 02:48:39 PM
0115EK40387,CAMDEN,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,FORTUNE GREEN ROAD J/W HILLFIELD ROAD,2,16/05/2015 06:42:00 PM,Saturday,18.42,3 Bor,B,510,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525190,185400,-0.195676,51.553608,,,Unknown,"(51.553608, -0.195676)",http://opendatacommunities.org/id/london-borough-council/camden,4889,21/12/2020 02:48:36 PM
0115EK40246,CAMDEN,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car,STANHOPE STREET J/W MACKWORTH STREET,2,11/01/2015 11:25:00 AM,Sunday,11.25,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529050,182930,-0.140936,51.530542,,,Unknown,"(51.530542, -0.140936)",http://opendatacommunities.org/id/london-borough-council/camden,4775,21/12/2020 02:48:36 PM
1180135647,CAMDEN,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,IVERSON ROAD J/W PRIVATE ROAD,2,28/09/2018 07:55:00 PM,Friday,19.55,3 Bor,B,520,6 Single Cwy,1 <= 20 MPH,8 Priv Drive,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,525460,184780,-0.192004,51.547976,,,Unknown,"(51.547976, -0.192004)",http://opendatacommunities.org/id/london-borough-council/camden,8360,21/12/2020 02:48:42 PM
0115EK40570,CAMDEN,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,GORDON HOUSE ROAD 35M SW OF LISSENDEN GARDENS,2,11/07/2015 07:40:00 PM,Saturday,19.40,3 Bor,B,518,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528390,185690,-0.149439,51.555496,,,Unknown,"(51.555496, -0.149439)",http://opendatacommunities.org/id/london-borough-council/camden,5061,21/12/2020 02:48:36 PM
1170031182,CAMDEN,1 Driver/Rider,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,YORK WAY J/W RAILWAY STREET,2,30/03/2017 03:10:00 AM,Thursday,3.10,3 Bor,A,5200,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530320,183220,-0.12253,51.532857,,,Unknown,"(51.532857, -0.12253)",http://opendatacommunities.org/id/london-borough-council/camden,6870,21/12/2020 02:48:39 PM
1170048133,CAMDEN,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,GREAT RUSSELL STREET J/W BLOOMSBURY SQUARE,2,13/07/2017 08:34:00 AM,Thursday,8.34,3 Bor,C,0,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530260,181690,-0.12396,51.519121,,,Unknown,"(51.519121, -0.12396)",http://opendatacommunities.org/id/london-borough-council/camden,7146,21/12/2020 02:48:40 PM
1170065123,CAMDEN,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,HIGH HOLBORN J/W NEW OXFORD ST,2,18/10/2017 09:00:00 AM,Wednesday,9.00,3 Bor,A,40,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,A,40,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,530320,181480,-0.123174,51.51722,,,Unknown,"(51.51722, -0.123174)",http://opendatacommunities.org/id/london-borough-council/camden,7429,21/12/2020 02:48:40 PM
0115EK40548,CAMDEN,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,FLEET ROAD J/W POND STREET,2,04/07/2015 10:30:00 PM,Saturday,22.30,3 Bor,B,518,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,B,518,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,527310,185510,-0.165074,51.554123,,,Unknown,"(51.554123, -0.165074)",http://opendatacommunities.org/id/london-borough-council/camden,5036,21/12/2020 02:48:36 PM
1190186107,CAMDEN,1 DRIVER/RIDER,2 FEMALE,16-24,23,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR,"On Highgate Road, near the junction with GORDON HOUSE ROAD.",2,08/06/2019 10:45:00 PM,Saturday,22.45,3 BOR,B,518,6 SINGLE CWY,30,06 CROSSROADS,9 UNKNOWN (S/R),5,0,5 PEDN PHASE AT ATS,1 DARK,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,528603,185800,-0.146328,51.556436,,,Unknown,"(51.556436, -0.146328)",http://opendatacommunities.org/id/london-borough-council/camden,9080,21/12/2020 02:48:44 PM
1190189484,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,36,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR,"On Grays Inn Road, near the junction with York Road.",2,23/06/2019 03:45:00 PM,Sunday,15.45,1 TLRN,A,501,2 ONE-WAY ST,20,06 CROSSROADS,2 AUTO SIG,A,5200,5 PEDN PHASE AT ATS,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,530348,182984,-0.122214,51.530729,,,Unknown,"(51.530729, -0.122214)",http://opendatacommunities.org/id/london-borough-council/camden,9128,21/12/2020 02:48:44 PM
1160007603,CAMDEN,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,MALDEN ROAD 5M N OF J/W MARSDEN ROAD,1,18/12/2016 07:36:00 PM,Sunday,19.36,3 Bor,B,517,3 Dual Cwy,1 <= 20 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,2 Dark,1 Fine,1 Road-Dry,0 None,6 Ped In Cwy (Not Inj),528250,184770,-0.151793,51.54726,,,Unknown,"(51.54726, -0.151793)",http://opendatacommunities.org/id/london-borough-council/camden,5787,21/12/2020 02:48:37 PM
0115EK40068,CAMDEN,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,WEST END LANE J/W BLACKBURN ROAD,2,01/02/2015 02:00:00 PM,Sunday,14.00,3 Bor,B,510,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525520,184670,-0.191179,51.546974,,,Unknown,"(51.546974, -0.191179)",http://opendatacommunities.org/id/london-borough-council/camden,4634,21/12/2020 02:48:35 PM
1160024442,CAMDEN,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,SHAFTESBURY AVENUE J/W MERCER STREET,2,22/10/2016 06:15:00 PM,Saturday,18.15,3 Bor,A,401,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530000,181140,-0.127908,51.514238,,,Unknown,"(51.514238, -0.127908)",http://opendatacommunities.org/id/london-borough-council/camden,5905,21/12/2020 02:48:38 PM
0115EK40924,CAMDEN,3 Pedestrian,2 Female,25-59,33,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian,WEST END LANE J/W BLACKBURN ROAD.,1,30/09/2015 07:50:00 AM,Wednesday,7.50,3 Bor,B,510,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525520,184690,-0.191172,51.547154,,,Unknown,"(51.547154, -0.191172)",http://opendatacommunities.org/id/london-borough-council/camden,5357,21/12/2020 02:48:37 PM
1180154716,CAMDEN,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,BAYHAM STREET J/W GREENLAND STREET,2,28/12/2018 03:40:00 PM,Friday,15.40,3 Bor,A,503,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529040,183800,-0.140761,51.538363,,,Unknown,"(51.538363, -0.140761)",http://opendatacommunities.org/id/london-borough-council/camden,8647,21/12/2020 02:48:43 PM
1190219749,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,53,1,3 SLIGHT,'-2 NOT APPLICABLE,1 FROM DRIVERS N/SIDE,9 PRIVATE HIRE,"On EUSTON ROAD, NW1, near the junction with CHURCHWAY, NW1.",2,21/11/2019 01:25:00 AM,Thursday,1.25,1 TLRN,A,501,6 SINGLE CWY,30,06 CROSSROADS,2 AUTO SIG,6,0,8 CENTRAL REFUGE,1 DARK,1 FINE,2 ROAD-WET,0 NONE,0 NONE,529836,182642,-0.129717,51.527774,,,Unknown,"(51.527774, -0.129717)",http://opendatacommunities.org/id/london-borough-council/camden,9536,21/12/2020 02:48:44 PM
1180115799,CAMDEN,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,NFL MECKLENBURGH PLACE 30M N  OF J/W GUILFORD STREET,2,20/06/2018 09:30:00 PM,Wednesday,21.30,3 Bor,Unclassified,0,7 Slip Rd,1 <= 20 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530630,182260,-0.118419,51.524158,,,Unknown,"(51.524158, -0.118419)",http://opendatacommunities.org/id/london-borough-council/camden,8096,21/12/2020 02:48:42 PM
0115EK41121,CAMDEN,3 Pedestrian,2 Female,60+,82,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian,"NFL - ABBEY ROAD, 50 METRES SE OF BELSIZE ROAD.",1,03/12/2015 04:00:00 PM,Thursday,16.00,3 Bor,B,507,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525830,183840,-0.187007,51.539446,,,Unknown,"(51.539446, -0.187007)",http://opendatacommunities.org/id/london-borough-council/camden,5532,21/12/2020 02:48:37 PM
1190213191,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,54,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE,"On Gloucester Gate, near the junction with Outer circle .",2,21/10/2019 07:00:00 PM,Monday,19.00,3 BOR,6,0,3 DUAL CWY,30,09 OTHER JUN,4 GIVE WAY/UNCONTROLLED,6,0,0 NO XING FACILITY IN 50M,1 DARK,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,528541,183435,-0.148086,51.535196,,,Unknown,"(51.535196, -0.148086)",http://opendatacommunities.org/id/london-borough-council/camden,9459,21/12/2020 02:48:44 PM
0116EK40399,CAMDEN,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,CAMDEN HIGH STREET 45M SE OF CASTLEHAVEN ROAD,2,05/05/2016 02:10:00 PM,Thursday,14.10,3 Bor,A,502,2 One-Way St,1 <= 20 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528710,184140,-0.145393,51.541494,,,Unknown,"(51.541494, -0.145393)",http://opendatacommunities.org/id/london-borough-council/camden,6316,21/12/2020 02:48:38 PM
0115QK59083,CAMDEN,3 Pedestrian,1 Male,25-59,42,1,2 Serious,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian,KILBURN HIGH ROAD J/W WEST END LANE,1,03/12/2015 02:24:00 AM,Thursday,2.24,3 Bor,A,5,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,525360,183690,-0.193834,51.538202,,,Unknown,"(51.538202, -0.193834)",http://opendatacommunities.org/id/london-borough-council/camden,5629,21/12/2020 02:48:37 PM
0116EK40190,CAMDEN,2 Passenger,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car,FLEET ROAD J/W MANSFIELD ROAD.,3,28/03/2016 07:10:00 PM,Monday,19.10,3 Bor,B,518,6 Single Cwy,1 <= 20 MPH,6 Crossroads,2 Auto Sig,B,518,5 Pedn Phase At Ats,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,527760,185400,-0.158627,51.553033,,,Unknown,"(51.553033, -0.158627)",http://opendatacommunities.org/id/london-borough-council/camden,6135,21/12/2020 02:48:38 PM
1180153573,CAMDEN,1 Driver/Rider,1 Male,25-59,30,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,KILBURN HIGH ROAD J/W PRIORY PARK ROAD,1,21/12/2018 07:40:00 AM,Friday,7.40,3 Bor,A,5,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,Unclassified,0,4 Pelican Or Similar,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,525180,183940,-0.196339,51.540489,,,Unknown,"(51.540489, -0.196339)",http://opendatacommunities.org/id/london-borough-council/camden,8633,21/12/2020 02:48:43 PM
1180133416,CAMDEN,1 Driver/Rider,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,THEOBALDS ROAD J/W BOSWELL STREET,2,18/09/2018 10:47:00 PM,Tuesday,22.47,3 Bor,A,401,3 Dual Cwy,1 <= 20 MPH,3 T/Stag Jun,3 Stop Sign,A,401,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530520,181750,-0.120193,51.5196,,,Unknown,"(51.5196, -0.120193)",http://opendatacommunities.org/id/london-borough-council/camden,8332,21/12/2020 02:48:42 PM
0116EK40286,CAMDEN,3 Pedestrian,2 Female,25-59,51,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian,PENTONVILLE ROAD J/W YORK WAY.,1,27/04/2016 04:57:00 PM,Wednesday,16.57,1 TLRN,A,501,2 One-Way St,2 30 MPH,6 Crossroads,2 Auto Sig,A,5200,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530340,182990,-0.122327,51.530785,,,Unknown,"(51.530785, -0.122327)",http://opendatacommunities.org/id/london-borough-council/camden,6222,21/12/2020 02:48:38 PM
1180137661,CAMDEN,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,HIGHGATE ROAD J/W GORDON HOUSE ROAD,2,05/10/2018 05:01:00 PM,Friday,17.01,3 Bor,B,518,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,B,518,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528590,185800,-0.146516,51.556439,,,Unknown,"(51.556439, -0.146516)",http://opendatacommunities.org/id/london-borough-council/camden,8401,21/12/2020 02:48:42 PM
0115EK41089,CAMDEN,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car,EUSTON ROAD J/W EVERSHOLT STREET,2,06/12/2015 02:50:00 AM,Sunday,2.50,1 TLRN,A,501,3 Dual Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,A,4200,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529760,182590,-0.130831,51.527324,,,Unknown,"(51.527324, -0.130831)",http://opendatacommunities.org/id/london-borough-council/camden,5494,21/12/2020 02:48:37 PM
1180105377,CAMDEN,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,GUILDFORD STREET J/W LAMBS CONDUIT STREET,2,02/05/2018 12:30:00 PM,Wednesday,12.30,3 Bor,B,502,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,C,0,1 Zebra,1 Daylight,2 Raining,2 Road-Wet,4 Roadworks,0 None,530570,182190,-0.11931,51.523543,,,Unknown,"(51.523543, -0.11931)",http://opendatacommunities.org/id/london-borough-council/camden,7950,21/12/2020 02:48:41 PM
0115EK40239,CAMDEN,2 Passenger,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi,CHENIES STREET J/W RIDGMOUNT STREET,2,28/03/2015 06:20:00 PM,Saturday,18.20,3 Bor,B,506,2 One-Way St,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529690,181890,-0.132097,51.521049,,,Unknown,"(51.521049, -0.132097)",http://opendatacommunities.org/id/london-borough-council/camden,4769,21/12/2020 02:48:36 PM
1190215738,CAMDEN,1 DRIVER/RIDER,2 FEMALE,U,,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR,"On Robert Street, near the junction with Albany Street.",1,03/11/2019 03:03:00 AM,Sunday,3.03,3 BOR,A,4201,6 SINGLE CWY,20,03 T/STAG JUN,2 AUTO SIG,6,0,9 UNKNOWN (S/R),2 DAYLIGHT,1 FINE,1 ROAD-DRY,4 ROADWORKS,0 NONE,528806,182842,-0.144484,51.529807,,,Unknown,"(51.529807, -0.144484)",http://opendatacommunities.org/id/london-borough-council/camden,9489,21/12/2020 02:48:44 PM
0116EK40297,CAMDEN,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car,"BELSIZE ROAD, 30 METRES SW OF ABBEY ROAD.",4,02/05/2016 08:00:00 PM,Monday,20.00,3 Bor,B,509,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,525780,183860,-0.18772,51.539637,,,Unknown,"(51.539637, -0.18772)",http://opendatacommunities.org/id/london-borough-council/camden,6233,21/12/2020 02:48:38 PM
1170031185,CAMDEN,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,YORK WAY J/W GOODS WAY,2,08/04/2017 08:00:00 PM,Saturday,20.00,3 Bor,A,5200,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,2 Auto Sig,C,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530330,183460,-0.122297,51.535011,,,Unknown,"(51.535011, -0.122297)",http://opendatacommunities.org/id/london-borough-council/camden,6872,21/12/2020 02:48:39 PM
1190161331,CAMDEN,1 DRIVER/RIDER,2 FEMALE,16-24,22,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR,"On Oxford Street, near the junction with TOTTENHAM COURT ROAD.",3,03/02/2019 08:40:00 PM,Sunday,20.40,3 BOR,A,40,6 SINGLE CWY,30,06 CROSSROADS,2 AUTO SIG,A,400,5 PEDN PHASE AT ATS,1 DARK,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,529797,181375,-0.130746,51.516396,,,Unknown,"(51.516396, -0.130746)",http://opendatacommunities.org/id/london-borough-council/camden,8754,21/12/2020 02:48:43 PM
0116EK40328,CAMDEN,1 Driver/Rider,2 Female,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car,GILLIES STREET J/W WOODYARD CLOSE,4,09/05/2016 04:18:00 PM,Monday,16.18,3 Bor,Unclassified,0,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528460,185160,-0.148624,51.550717,,,Unknown,"(51.550717, -0.148624)",http://opendatacommunities.org/id/london-borough-council/camden,6259,21/12/2020 02:48:38 PM
0115EK41129,CAMDEN,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car,WHITESTONE WALK J/W WEST HEATH ROAD.,1,16/12/2015 09:27:00 AM,Wednesday,9.27,3 Bor,C,0,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,C,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526230,186300,-0.18036,51.561465,,,Unknown,"(51.561465, -0.18036)",http://opendatacommunities.org/id/london-borough-council/camden,5539,21/12/2020 02:48:37 PM
0115EK40695,CAMDEN,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,HAMPSTEAD ROAD J/W EUSTON ROAD,2,10/08/2015 01:30:00 PM,Monday,13.30,1 TLRN,A,400,3 Dual Cwy,2 30 MPH,7 Multi Jun,2 Auto Sig,A,501,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529250,182340,-0.138271,51.525194,,,Unknown,"(51.525194, -0.138271)",http://opendatacommunities.org/id/london-borough-council/camden,5169,21/12/2020 02:48:36 PM
0115EK40468,CAMDEN,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,SOUTHAMPTON ROW J/W HIGH HOLBORN,2,11/06/2015 05:31:00 PM,Thursday,17.31,3 Bor,A,4200,2 One-Way St,2 30 MPH,6 Crossroads,2 Auto Sig,A,40,5 Pedn Phase At Ats,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,530500,181530,-0.120562,51.517627,,,Unknown,"(51.517627, -0.120562)",http://opendatacommunities.org/id/london-borough-council/camden,4959,21/12/2020 02:48:36 PM
1170031162,CAMDEN,3 Pedestrian,1 Male,60+,64,1,2 Serious,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian,GRAYS INN ROAD J/W CLARKENWELL ROAD,1,01/04/2017 07:30:00 PM,Saturday,19.30,1 TLRN,A,501,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,5200,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530530,182740,-0.119682,51.528494,,,Unknown,"(51.528494, -0.119682)",http://opendatacommunities.org/id/london-borough-council/camden,6869,21/12/2020 02:48:39 PM
0115EK40425,CAMDEN,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,GORDON STREET J/W TAVISTOCK SQUARE,2,29/05/2015 12:00:00 PM,Friday,12.00,3 Bor,C,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,529840,182200,-0.129822,51.5238,,,Unknown,"(51.5238, -0.129822)",http://opendatacommunities.org/id/london-borough-council/camden,4917,21/12/2020 02:48:36 PM
0116EK40141,CAMDEN,3 Pedestrian,2 Female,0-15,9,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian,BARTHOLOMEW RD J/W LEIGHTON RD,1,11/03/2016 09:00:00 AM,Friday,9.00,3 Bor,C,0,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529420,185170,-0.134782,51.550588,,,Unknown,"(51.550588, -0.134782)",http://opendatacommunities.org/id/london-borough-council/camden,6098,21/12/2020 02:48:38 PM
